Participante,Curso,ID Actividad,Tipo de actividad,Tipo de evento,Ocurrió en
berta2,EdIBC,82b50990-c52c-413c-a0b0-291b2dc6ba81,likert,entered,2025-03-21 12:16:34.479294+01:00 CET Europe/Madrid
berta2,EdIBC,82b50990-c52c-413c-a0b0-291b2dc6ba81,likert,exited,2025-03-21 12:16:34.484417+01:00 CET Europe/Madrid
berta2,EdIBC,c7bbd525-c5ec-4ef3-bb59-11d0fc62f8f6,likert,entered,2025-03-21 12:16:34.486125+01:00 CET Europe/Madrid
berta2,EdIBC,c7bbd525-c5ec-4ef3-bb59-11d0fc62f8f6,likert,exited,2025-03-21 12:16:34.518044+01:00 CET Europe/Madrid
berta2,EdIBC,d4c715ad-4b6e-49b0-b095-8552ace72bfc,likert,entered,2025-03-21 12:16:34.520293+01:00 CET Europe/Madrid
berta2,EdIBC,d4c715ad-4b6e-49b0-b095-8552ace72bfc,likert,exited,2025-03-21 12:16:34.528076+01:00 CET Europe/Madrid
berta2,EdIBC,74247983-e7cd-4c6d-af82-15f7a2203582,likert,entered,2025-03-21 12:16:34.529604+01:00 CET Europe/Madrid
berta2,EdIBC,74247983-e7cd-4c6d-af82-15f7a2203582,likert,exited,2025-03-21 12:16:34.534580+01:00 CET Europe/Madrid
berta2,EdIBC,6a9caa23-976d-490f-be1d-664c6230bfc4,likert,entered,2025-03-21 12:16:34.536217+01:00 CET Europe/Madrid
berta2,EdIBC,6a9caa23-976d-490f-be1d-664c6230bfc4,likert,exited,2025-03-21 12:16:34.567810+01:00 CET Europe/Madrid
berta2,EdIBC,7a317816-969f-486d-9870-265902e570c8,likert,entered,2025-03-21 12:16:34.569819+01:00 CET Europe/Madrid
berta2,EdIBC,7a317816-969f-486d-9870-265902e570c8,likert,exited,2025-03-21 12:16:34.576942+01:00 CET Europe/Madrid
berta2,EdIBC,7b7bdffe-5a5a-43a4-97b7-cc3e63612cb3,likert,entered,2025-03-21 12:16:34.578664+01:00 CET Europe/Madrid
berta2,EdIBC,7b7bdffe-5a5a-43a4-97b7-cc3e63612cb3,likert,exited,2025-03-21 12:16:34.583991+01:00 CET Europe/Madrid
berta2,EdIBC,dc7a6ad6-d1db-4694-a8b1-8ef7f3455d46,likert,entered,2025-03-21 12:16:34.585902+01:00 CET Europe/Madrid
berta2,EdIBC,dc7a6ad6-d1db-4694-a8b1-8ef7f3455d46,likert,exited,2025-03-21 12:16:34.616989+01:00 CET Europe/Madrid
berta2,EdIBC,ac3a0ba3-9a48-47d5-b8fe-f346b08ecdf1,likert,entered,2025-03-21 12:16:34.618846+01:00 CET Europe/Madrid
berta2,EdIBC,ac3a0ba3-9a48-47d5-b8fe-f346b08ecdf1,likert,exited,2025-03-21 12:16:34.626322+01:00 CET Europe/Madrid
berta2,EdIBC,ae77805b-0495-4d0d-878a-a961fcc23367,mcq,entered,2025-03-21 12:16:34.628292+01:00 CET Europe/Madrid
berta2,EdIBC,ae77805b-0495-4d0d-878a-a961fcc23367,mcq,exited,2025-03-21 12:16:34.633441+01:00 CET Europe/Madrid
berta2,EdIBC,b064e333-5718-4073-a7b0-515e2460f186,likert,entered,2025-03-21 12:16:34.635064+01:00 CET Europe/Madrid
berta2,EdIBC,b064e333-5718-4073-a7b0-515e2460f186,likert,exited,2025-03-21 12:16:34.667283+01:00 CET Europe/Madrid
berta2,EdIBC,d95a3825-4476-43a5-9531-e09e91ac1f21,likert,entered,2025-03-21 12:16:34.669440+01:00 CET Europe/Madrid
berta2,EdIBC,d95a3825-4476-43a5-9531-e09e91ac1f21,likert,exited,2025-03-21 12:16:34.676592+01:00 CET Europe/Madrid
berta2,EdIBC,50198615-ab47-4fe3-b02a-2b9bf9e4469a,likert,entered,2025-03-21 12:16:34.678254+01:00 CET Europe/Madrid
berta2,EdIBC,50198615-ab47-4fe3-b02a-2b9bf9e4469a,likert,exited,2025-03-21 12:16:34.683860+01:00 CET Europe/Madrid
berta2,EdIBC,785fef58-b146-4878-a3a9-6baf13f6a6f9,likert,entered,2025-03-21 12:16:34.686071+01:00 CET Europe/Madrid
berta2,EdIBC,785fef58-b146-4878-a3a9-6baf13f6a6f9,likert,exited,2025-03-21 12:16:34.717805+01:00 CET Europe/Madrid
berta2,EdIBC,5ba94cdf-6c4b-419f-8c68-401e9e60994d,likert,entered,2025-03-21 12:16:34.719936+01:00 CET Europe/Madrid
berta2,EdIBC,5ba94cdf-6c4b-419f-8c68-401e9e60994d,likert,exited,2025-03-21 12:16:34.727105+01:00 CET Europe/Madrid
berta2,EdIBC,d9a464c6-d3cb-4cea-9535-a91c96e7d9b5,likert,entered,2025-03-21 12:16:34.728938+01:00 CET Europe/Madrid
berta2,EdIBC,d9a464c6-d3cb-4cea-9535-a91c96e7d9b5,likert,exited,2025-03-21 12:16:34.733959+01:00 CET Europe/Madrid
berta2,EdIBC,334955d4-bac8-4e30-a93e-8b8eacb812ab,likert,entered,2025-03-21 12:16:34.735524+01:00 CET Europe/Madrid
berta2,EdIBC,334955d4-bac8-4e30-a93e-8b8eacb812ab,likert,exited,2025-03-21 12:16:34.767413+01:00 CET Europe/Madrid
berta2,EdIBC,ed4229b1-2041-4a88-a0b7-622d4416b889,likert,entered,2025-03-21 12:16:34.769430+01:00 CET Europe/Madrid
berta2,EdIBC,ed4229b1-2041-4a88-a0b7-622d4416b889,likert,exited,2025-03-21 12:16:34.777709+01:00 CET Europe/Madrid
berta2,EdIBC,8d201a12-69c7-42cd-a4f2-ecc987362426,likert,entered,2025-03-21 12:16:34.779052+01:00 CET Europe/Madrid
berta2,EdIBC,8d201a12-69c7-42cd-a4f2-ecc987362426,likert,exited,2025-03-21 12:16:34.783955+01:00 CET Europe/Madrid
berta2,EdIBC,fef54ae4-52b4-44a3-a767-796bed655742,likert,entered,2025-03-21 12:16:34.785421+01:00 CET Europe/Madrid
berta2,EdIBC,fef54ae4-52b4-44a3-a767-796bed655742,likert,exited,2025-03-21 12:16:34.817402+01:00 CET Europe/Madrid
berta2,EdIBC,f00e5c4b-39f6-49c0-b5c4-a49913aa0cb3,likert,entered,2025-03-21 12:16:34.819346+01:00 CET Europe/Madrid
berta2,EdIBC,f00e5c4b-39f6-49c0-b5c4-a49913aa0cb3,likert,exited,2025-03-21 12:16:34.826987+01:00 CET Europe/Madrid
berta2,EdIBC,557d0cf4-08cf-405f-9dc9-237aba1cda22,likert,entered,2025-03-21 12:16:34.828693+01:00 CET Europe/Madrid
berta2,EdIBC,557d0cf4-08cf-405f-9dc9-237aba1cda22,likert,exited,2025-03-21 12:16:34.833773+01:00 CET Europe/Madrid
berta2,EdIBC,353565f4-3d9b-4b66-ba1d-9a3fa863d1e2,likert,entered,2025-03-21 12:16:34.835501+01:00 CET Europe/Madrid
berta2,EdIBC,353565f4-3d9b-4b66-ba1d-9a3fa863d1e2,likert,exited,2025-03-21 12:16:34.867088+01:00 CET Europe/Madrid
berta2,EdIBC,f5550f16-5f11-4705-aaee-98636c6fed3c,likert,entered,2025-03-21 12:16:34.869228+01:00 CET Europe/Madrid
berta2,EdIBC,f5550f16-5f11-4705-aaee-98636c6fed3c,likert,exited,2025-03-21 12:16:34.877013+01:00 CET Europe/Madrid
berta2,EdIBC,d31a139d-1a16-4857-b4d6-790c76aa0044,likert,entered,2025-03-21 12:16:34.878913+01:00 CET Europe/Madrid
berta2,EdIBC,d31a139d-1a16-4857-b4d6-790c76aa0044,likert,exited,2025-03-21 12:16:34.884614+01:00 CET Europe/Madrid
berta2,EdIBC,3f541597-38be-4856-b89a-459ba091ae6d,likert,entered,2025-03-21 12:16:34.886658+01:00 CET Europe/Madrid
berta2,EdIBC,3f541597-38be-4856-b89a-459ba091ae6d,likert,exited,2025-03-21 12:16:34.917380+01:00 CET Europe/Madrid
berta2,EdIBC,abd6c9c9-d827-4823-ae7d-ee48a98f3397,likert,entered,2025-03-21 12:16:34.919521+01:00 CET Europe/Madrid
berta2,EdIBC,abd6c9c9-d827-4823-ae7d-ee48a98f3397,likert,exited,2025-03-21 12:16:34.926807+01:00 CET Europe/Madrid
berta2,EdIBC,083c4faa-bd3f-4fd0-bfa0-348457ade1cd,likert,entered,2025-03-21 12:16:34.928726+01:00 CET Europe/Madrid
berta2,EdIBC,083c4faa-bd3f-4fd0-bfa0-348457ade1cd,likert,exited,2025-03-21 12:16:34.934035+01:00 CET Europe/Madrid
berta2,EdIBC,02898f63-8702-4d68-91a3-a8c92b46f863,likert,entered,2025-03-21 12:16:34.936746+01:00 CET Europe/Madrid
berta2,EdIBC,02898f63-8702-4d68-91a3-a8c92b46f863,likert,exited,2025-03-21 12:16:34.966017+01:00 CET Europe/Madrid
berta2,EdIBC,3450614c-eb3a-4b86-8921-0468e417b367,likert,entered,2025-03-21 12:16:34.967348+01:00 CET Europe/Madrid
berta2,EdIBC,3450614c-eb3a-4b86-8921-0468e417b367,likert,exited,2025-03-21 12:16:34.974460+01:00 CET Europe/Madrid
berta2,EdIBC,423074f8-71d0-42b6-b914-f6769196cae4,likert,entered,2025-03-21 12:16:34.977321+01:00 CET Europe/Madrid
berta2,EdIBC,423074f8-71d0-42b6-b914-f6769196cae4,likert,exited,2025-03-21 12:16:34.985192+01:00 CET Europe/Madrid
berta2,EdIBC,a9b34e94-d2dc-4a67-8f44-cd309abccbf0,likert,entered,2025-03-21 12:16:34.988995+01:00 CET Europe/Madrid
berta2,EdIBC,a9b34e94-d2dc-4a67-8f44-cd309abccbf0,likert,exited,2025-03-21 12:16:35.025599+01:00 CET Europe/Madrid
berta2,EdIBC,205708b8-364e-49c7-abde-741a89dc3a21,likert,entered,2025-03-21 12:16:35.030075+01:00 CET Europe/Madrid
berta2,EdIBC,205708b8-364e-49c7-abde-741a89dc3a21,likert,exited,2025-03-21 12:16:35.067545+01:00 CET Europe/Madrid
berta2,EdIBC,944caccd-2bf3-4c7c-bbb1-684038803469,mcq,entered,2025-03-21 12:16:35.071581+01:00 CET Europe/Madrid
berta2,EdIBC,944caccd-2bf3-4c7c-bbb1-684038803469,mcq,exited,2025-03-21 12:16:35.086696+01:00 CET Europe/Madrid
berta2,EdIBC,f3c6cb0a-8e26-434a-8533-103d52ef4e5f,mcq,entered,2025-03-21 12:16:35.114929+01:00 CET Europe/Madrid
berta2,EdIBC,f3c6cb0a-8e26-434a-8533-103d52ef4e5f,mcq,exited,2025-03-21 12:16:35.125729+01:00 CET Europe/Madrid
berta2,EdIBC,4ac6ff29-8a77-42ae-bd9a-395aa16f74cd,mcq,entered,2025-03-21 12:16:35.128368+01:00 CET Europe/Madrid
berta2,EdIBC,4ac6ff29-8a77-42ae-bd9a-395aa16f74cd,mcq,exited,2025-03-21 12:16:35.135933+01:00 CET Europe/Madrid
berta3,EdIBC,64c60e56-a068-4b97-8a38-a3bff5e8721f,mcq,entered,2025-03-21 12:16:35.139053+01:00 CET Europe/Madrid
berta3,EdIBC,64c60e56-a068-4b97-8a38-a3bff5e8721f,mcq,exited,2025-03-21 12:16:35.168412+01:00 CET Europe/Madrid
berta3,EdIBC,a30f78cc-f230-4851-a98d-5aaf2bf8bc19,mcq,entered,2025-03-21 12:16:35.170681+01:00 CET Europe/Madrid
berta3,EdIBC,a30f78cc-f230-4851-a98d-5aaf2bf8bc19,mcq,exited,2025-03-21 12:16:35.179059+01:00 CET Europe/Madrid
berta3,EdIBC,c1a9020e-684e-4263-a56e-2ed35c9c3cdd,mcq,entered,2025-03-21 12:16:35.181028+01:00 CET Europe/Madrid
berta3,EdIBC,c1a9020e-684e-4263-a56e-2ed35c9c3cdd,mcq,exited,2025-03-21 12:16:35.187277+01:00 CET Europe/Madrid
berta3,EdIBC,5988ba58-4e66-4d18-bb36-3a1ed9b40ebe,mcq,entered,2025-03-21 12:16:35.214699+01:00 CET Europe/Madrid
berta3,EdIBC,5988ba58-4e66-4d18-bb36-3a1ed9b40ebe,mcq,exited,2025-03-21 12:16:35.220776+01:00 CET Europe/Madrid
berta3,EdIBC,c12e8090-6c13-45fb-ac39-f68894b9e793,mcq,entered,2025-03-21 12:16:35.224023+01:00 CET Europe/Madrid
berta3,EdIBC,c12e8090-6c13-45fb-ac39-f68894b9e793,mcq,exited,2025-03-21 12:16:35.230631+01:00 CET Europe/Madrid
berta3,EdIBC,70c2cfe5-1da8-438b-9fe6-987fa468c3fb,mcq,entered,2025-03-21 12:16:35.232821+01:00 CET Europe/Madrid
berta3,EdIBC,70c2cfe5-1da8-438b-9fe6-987fa468c3fb,mcq,exited,2025-03-21 12:16:35.264166+01:00 CET Europe/Madrid
berta3,EdIBC,489ca34b-aa1f-47ae-8082-dc2a66ede9aa,mcq,entered,2025-03-21 12:16:35.265989+01:00 CET Europe/Madrid
berta3,EdIBC,489ca34b-aa1f-47ae-8082-dc2a66ede9aa,mcq,exited,2025-03-21 12:16:35.272451+01:00 CET Europe/Madrid
berta3,EdIBC,d98d3fcf-5e30-4e1d-97f2-dd0f7345c7cf,mcq,entered,2025-03-21 12:16:35.274574+01:00 CET Europe/Madrid
berta3,EdIBC,d98d3fcf-5e30-4e1d-97f2-dd0f7345c7cf,mcq,exited,2025-03-21 12:16:35.280208+01:00 CET Europe/Madrid
berta3,EdIBC,f62ccaa6-9a8c-49f7-9018-ded9b15eeb79,mcq,entered,2025-03-21 12:16:35.281885+01:00 CET Europe/Madrid
berta3,EdIBC,f62ccaa6-9a8c-49f7-9018-ded9b15eeb79,mcq,exited,2025-03-21 12:16:35.287458+01:00 CET Europe/Madrid
berta3,EdIBC,143f43a2-a18a-40f3-b300-aaf76ed0c663,mcq,entered,2025-03-21 12:16:35.314455+01:00 CET Europe/Madrid
berta3,EdIBC,143f43a2-a18a-40f3-b300-aaf76ed0c663,mcq,exited,2025-03-21 12:16:35.318990+01:00 CET Europe/Madrid
berta3,EdIBC,57a92351-8d99-478f-b3f3-e3f6ccc842a5,mcq,entered,2025-03-21 12:16:35.320786+01:00 CET Europe/Madrid
berta3,EdIBC,57a92351-8d99-478f-b3f3-e3f6ccc842a5,mcq,exited,2025-03-21 12:16:35.327178+01:00 CET Europe/Madrid
berta3,EdIBC,f0f08369-2832-47b2-8641-81c778918cf5,mcq,entered,2025-03-21 12:16:35.328886+01:00 CET Europe/Madrid
berta3,EdIBC,f0f08369-2832-47b2-8641-81c778918cf5,mcq,exited,2025-03-21 12:16:35.333302+01:00 CET Europe/Madrid
berta3,EdIBC,76c68162-bcf4-4317-9cd1-1344fcaadaf1,mcq,entered,2025-03-21 12:16:35.334844+01:00 CET Europe/Madrid
berta3,EdIBC,76c68162-bcf4-4317-9cd1-1344fcaadaf1,mcq,exited,2025-03-21 12:16:35.364870+01:00 CET Europe/Madrid
berta3,EdIBC,f27ec558-6bcf-461d-aa67-0c4045facb85,mcq,entered,2025-03-21 12:16:35.366438+01:00 CET Europe/Madrid
berta3,EdIBC,f27ec558-6bcf-461d-aa67-0c4045facb85,mcq,exited,2025-03-21 12:16:35.372156+01:00 CET Europe/Madrid
berta3,EdIBC,f90ff66e-aebf-4fa2-8ec3-eeb15ba5a7ba,mcq,entered,2025-03-21 12:16:35.374081+01:00 CET Europe/Madrid
berta3,EdIBC,f90ff66e-aebf-4fa2-8ec3-eeb15ba5a7ba,mcq,exited,2025-03-21 12:16:35.378862+01:00 CET Europe/Madrid
berta3,EdIBC,5b9f0fde-5f2b-45d9-9462-fa7772c36098,likert,entered,2025-03-21 12:16:35.380140+01:00 CET Europe/Madrid
berta3,EdIBC,5b9f0fde-5f2b-45d9-9462-fa7772c36098,likert,exited,2025-03-21 12:16:35.384531+01:00 CET Europe/Madrid
berta3,EdIBC,7c5a71c5-2c39-4d8c-9e48-c75e43cfac5b,mcq,entered,2025-03-21 12:16:35.386332+01:00 CET Europe/Madrid
berta3,EdIBC,7c5a71c5-2c39-4d8c-9e48-c75e43cfac5b,mcq,exited,2025-03-21 12:16:35.482979+01:00 CET Europe/Madrid
berta3,EdIBC,52a9ba7d-3779-4b06-b420-a4842a92865f,likert,entered,2025-03-21 12:16:35.529145+01:00 CET Europe/Madrid
berta3,EdIBC,52a9ba7d-3779-4b06-b420-a4842a92865f,likert,exited,2025-03-21 12:16:35.569473+01:00 CET Europe/Madrid
berta3,EdIBC,8dd488fe-4ac6-460c-ad90-f1ec6475ffde,likert,entered,2025-03-21 12:16:35.572443+01:00 CET Europe/Madrid
berta3,EdIBC,8dd488fe-4ac6-460c-ad90-f1ec6475ffde,likert,exited,2025-03-21 12:16:35.617293+01:00 CET Europe/Madrid
berta3,EdIBC,9e5d78f1-08b5-466f-9608-6892546f6ddc,likert,entered,2025-03-21 12:16:35.630288+01:00 CET Europe/Madrid
